BROKER_ID,CLIENT_ID,CREATED_AT,DRIVING_LICENSE_HELD_MONTHS,TAXI_LICENCE_HELD_MONTHS,NO_CLAIMS_BONUS_YEARS,BASIC_PREMIUM,ANNUAL_PREMIUM,NET_PREMIUM,TOTAL_REMIUM,EXCESS,VEHICLE_VALUE,YEAR_OF_FIRST_REGISTRATION,VEHICLE_ANNUAL_MILEAGE,QUOTE_TYPE,VALID_DRIVERS,VEHICLE,ADDRESS_LATITUDE,ADDRESS_LONGITUDE,COVER_BASIS,QUOTE_STATUS,DISCOUNTED_COMMISSION,BROKER_COMMISSION,RETAINED_COMMISSION
582122,202935,4/30/21 13:51,379,379,6,549455.96,549701.22,548591.35,619740.05,350,20000,2015,15000,New Business,Insured And Spouse,KIA SORENTO KX-2 CRDI,51.7776613496537,-4.01940291326549,Comprehensive,Not accepted,111460.62,55164.6,56296.02
341083,204155,5/6/21 14:20,169,140,4,575533.28,575790.02,574518.6,649027.42,500,24000,2019,35000,New Business,Insured Only,FORD GALAXY TITANIUM X ECOBLUE 150,51.5582279508227,-0.925663405880629,Comprehensive,Not accepted,116752.23,57799.33,58952.9
584273,127993,5/28/21 14:54,241,241,6,532439.21,532676.8,531046.16,599923.16,350,15000,2016,35000,New Business,Insured And Spouse,PEUGEOT PREMIER S HDI 120,52.321479493527,-2.54398529454022,Comprehensive,Accepted,107914.78,53420.4,54494.38
808703,105503,6/10/21 15:22,326,170,7,572986,573241.22,571668.2,645801.82,350,3000,2010,60000,Renewal,Insured And Spouse,FORD GALAXY ZETEC TDCI 140BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 5SEAT,48.0481467020171,-0.63701368511768,Comprehensive,Not accepted,116146.67,57484.67,58662
332021,132726,6/17/21 3:45,355,230,7,557389.06,557637.5,556184.89,628313.69,500,12000,2013,30000,Renewal,Insured Only,TOYOTA PRIUS+ EXCEL 134BHP 5 DOOR M.P.V. PETROL ELECTRIC CVT 2WD 7SEAT,54.8798766028486,-0.0651407617993023,Comprehensive,Not accepted,113001.91,55927.92,57073.99
893235,100142,6/27/21 5:02,197,172,6,527309.65,527544.93,526270.3,594523.9,500,9000,2016,65000,Renewal,Insured Only,TOYOTA AURIS HYBRID BUSINESS EDITION HSD 134BHP 5 DOOR ESTATE PETROL ELECTRIC CVT 2WD,50.7678899148393,1.44398277175578,Comprehensive,Accepted,106961.14,52960.2,54000.94
893235,218457,6/28/21 14:29,219,219,6,554387.63,554634.74,553516.54,625296.17,350,16000,2015,40000,New Business,Insured Only,TOYOTA PRIUS+ EXCEL HSD 134BHP 5 DOOR M.P.V. PETROL ELECTRIC CVT 2WD 7SEAT,51.6092151595206,-2.03147128828966,Comprehensive,Not accepted,112531.12,55740.84,56790.28
332021,129029,6/29/21 3:21,142,142,6,536030.09,536269.12,534919.91,604292.84,500,10000,2015,35000,Renewal,Insured Only,BMW 5 SERIES 520D M SPORT 188BHP 4 DOOR SALOON DIESEL AUTOMATIC 2WD,52.9093437512842,-1.04283384348711,Comprehensive,Not accepted,108682.04,53789.69,54892.35
307588,219818,6/30/21 16:18,140,1,6,558188.56,558435.72,557317.29,629554.12,350,19000,2018,20000,New Business,Insured Only,MERCEDES-BENZ VITO TOURER 114 PRO COMPACT BLUETEC 136BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 9SEAT,56.3260609420346,-1.29019230007243,Comprehensive,Not accepted,113219.26,56039.55,57179.71
332021,227639,7/22/21 14:17,216,59,3,562321.25,562571.27,561439.89,634233.49,350,7000,2014,15000,New Business,Insured Only,VOLKSWAGEN PASSAT R LINE TDI BLUEMOTION 104BHP 4 DOOR SALOON DIESEL MANUAL 2WD,49.686980859157,-3.06924240738382,Comprehensive,Not accepted,114064.11,56455.38,57608.73
163462,114265,8/2/21 3:20,249,111,6,551449.69,551695.77,550357.55,621740.75,350,31000,2017,35000,Renewal,Insured And Spouse,MERCEDES-BENZ E CLASS E220 SE PREMIUM D 192BHP 4 DOOR SALOON DIESEL AUTOMATIC 2WD,54.8145441822065,-1.1975281170986,Comprehensive,Accepted,111829.65,55342.22,56487.43
418591,228946,8/3/21 13:28,86,23,3,541900.1,542141.15,541050.37,611202.71,500,18000,2018,25000,New Business,Insured Only,VAUXHALL INSIGNIA SRI NAV TURBO D 168BHP 5 DOOR ESTATE DIESEL MANUAL 2WD,51.546700242465,-2.76795451422985,Comprehensive,Not accepted,109922.47,54405.25,55517.22
685377,231482,8/18/21 9:51,153,68,0,524275.21,524509.58,523449.01,591344.46,500,11500,2017,35000,New Business,Insured Only,TOYOTA PRIUS ACTIVE HSD 120BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,56.0032711990224,-1.4584641306935,Comprehensive,Not accepted,106347.37,52636.8,53710.57
427139,232780,8/23/21 9:54,92,52,6,527203.29,527438.31,526374.83,594635.3,500,24500,2019,35000,New Business,Insured Only,TOYOTA PRIUS ACTIVE 122BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,57.2611760354421,-2.28542687057865,Comprehensive,Not accepted,106944.51,52930.18,54014.33
482671,233219,8/23/21 10:59,222,63,1,543595.16,543837.54,542740.75,613124.71,350,4000,2015,30000,New Business,One Named Driver Excluding Proposer,VAUXHALL ZAFIRA TOURER SRI CDTI 134BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 7SEAT,55.951217649836,-4.14097916780945,Comprehensive,Not accepted,110269.98,54575.94,55694.04
466806,108826,8/31/21 10:30,219,111,6,546453.59,546697.38,545594.22,616351.12,500,22000,2015,35000,Renewal,Insured Only,TOYOTA AURIS HYBRID ICON HSD 134BHP 5 DOOR ESTATE PETROL ELECTRIC CVT 2WD,57.6189119686409,-1.66307341945812,Comprehensive,Not accepted,110850.67,54863.04,55987.63
530524,120927,9/2/21 4:19,112,39,5,581372.45,581631.79,580332.87,655595.65,500,3000,2007,40000,Renewal,Insured Only,MERCEDES-BENZ E CLASS E220 CLASSIC CDI 170BHP 4 DOOR SALOON DIESEL AUTOMATIC 2WD,49.2047724804437,-1.20229990939309,Comprehensive,Accepted,117913.12,58356.28,59556.84
621005,236595,9/2/21 13:57,186,119,5,573214.56,573469.81,572314.77,646526.74,500,15000,2015,30000,New Business,Insured Only,TOYOTA PRIUS T3 134BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,47.555107201338,-0.092116430414214,Comprehensive,Not accepted,116276.23,57549.38,58726.85
632374,238962,9/13/21 11:45,202,87,4,564454.86,564706.05,563569.4,636643.78,1000,9500,2013,20000,New Business,Insured Only,TOYOTA PRIUS T4 134BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,54.3189502718424,0.101445095632193,Comprehensive,Not accepted,114525.28,56695.54,57829.74
400621,241105,9/15/21 13:17,178,178,6,576766.61,577023.81,575859.92,650539.7,750,3900,2009,35000,New Business,Insured Only,MERCEDES-BENZ E CLASS E220 AVANTGARDE CDI 170BHP 4 DOOR SALOON DIESEL AUTOMATIC 2WD,56.2095069864461,-0.874513329223283,Comprehensive,Not accepted,117003.34,57906.33,59097.01
399024,136388,9/21/21 2:39,120,111,1,546368.86,546612.36,545510.47,616251.23,500,12000,2015,30000,Renewal,Insured Only,TOYOTA AURIS HYBRID ICON PLUS 98BHP 5 DOOR ESTATE PETROL ELECTRIC CVT 2WD,48.9719505234379,-0.11412708311322,Comprehensive,Accepted,110841.65,54860.79,55980.86
400621,253760,10/18/21 13:43,91,65,6,555773.99,556021.98,554796.19,626748.57,500,13000,2017,35000,New Business,Insured Only,PEUGEOT PREMIER S HDI 92,50.3692814886892,-2.49771422468979,Comprehensive,Not accepted,112725,55788.48,56936.52
400621,254402,10/20/21 15:16,152,126,6,565138.27,565390.91,564247.67,637435.03,500,5000,2014,35000,New Business,Insured Only,CITROEN GRAND C4 PICASSO EXCLUSIVE BLUEHDI 148BHP 5 DOOR M.P.V. DIESEL AUTOMATIC 2WD 7SEAT,47.2446601360702,-2.35296729831612,Comprehensive,Not accepted,114636.299999999,56739.42,57896.88
942790,265290,11/8/21 12:40,157,146,6,555788.83,556036.64,554915.28,626877.89,350,12000,2014,45000,New Business,Insured Only,MERCEDES-BENZ E CLASS E220 SE BLUETEC 174BHP 4 DOOR SALOON DIESEL AUTOMATIC REAR WHEEL DRIVE,57.2424649399285,-2.02932978111233,Comprehensive,Not accepted,112648.65,55653.26,56995.39
893235,268502,11/23/21 9:39,131,82,3,581475.44,581734.5,580562.21,655867.64,350,3500,2014,40000,New Business,Insured And 1 Named Driver,PEUGEOT PARTNER TEPEE OUTDOOR HDI 112BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 5SEAT,49.7073629986169,-3.29780386235383,Comprehensive,Not accepted,118045.03,58476.45,59568.58
482671,270499,11/24/21 10:12,171,136,2,521301.81,521534.85,520480.29,587990.68,500,14500,2018,30000,New Business,Insured Only,FORD GALAXY ZETEC TDCI 148BHP 5 DOOR M.P.V. DIESEL AUTOMATIC 2WD 7SEAT,60.7384300924573,-4.46981339050601,Comprehensive,Not accepted,105744.22,52338.27,53405.95
953509,279062,1/4/22 16:44,252,247,6,546596.3,546840,545737.21,616509.52,350,6000,2015,35000,New Business,Insured Only,VAUXHALL INSIGNIA DESIGN CDTI ECOFLEX 138BHP 5 DOOR HATCHBACK DIESEL MANUAL FRONT WHEEL DRIVE,54.7250312619962,-1.51642090210726,Comprehensive,Not accepted,110882.66,54877.23,56005.43
678051,280880,1/11/22 14:16,174,40,5,553430.33,553677.23,552332.73,623965.81,350,5000,2012,25000,New Business,Insured Only,TOYOTA VERSO TR D-4D 126BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 5SEAT,52.7738699163817,-2.07923034255503,Comprehensive,Accepted,112244.73,55563.5,56681.23
845265,281806,1/12/22 15:55,309,16,2,558294.73,558543.75,557166.16,629425.26,350,13000,2019,45000,New Business,Insured And Spouse,SKODA OCTAVIA SE TECHNOLOGY TDI 113BHP 5 DOOR HATCHBACK DIESEL MANUAL 2WD,55.1953409230621,-4.00430781576229,Comprehensive,Accepted,113206.32,56026.76,57179.56
621005,146415,1/17/22 14:00,217,53,3,538439.46,538679.32,537593.92,607305.69,500,12500,2011,30000,New Business,Insured And Spouse,BMW 3 SERIES 320D SE 177BHP 4 DOOR SALOON DIESEL MANUAL 2WD,47.1104842602904,-0.0801881361320609,Third Party,Not accepted,109226.65,54058.13,55168.52
685377,290302,2/3/22 15:57,114,4,2,547888.28,548132.74,546922.22,617853.21,500,10700,2016,35000,New Business,Insured Only,VOLKSWAGEN PASSAT SE BUSINESS TDI BMT 148BHP 4 DOOR SALOON DIESEL DSG 2WD,54.6413834007642,0.466765417621037,Comprehensive,Accepted,111133.44,55006.07,56127.37
482671,306121,2/28/22 16:49,72,40,4,546167.5,546411.24,545308.26,616030.01,500,29999,2019,35000,New Business,Insured Only,FORD PROCAB ECOBLUE TDCI 130,48.198013249735,-0.73398303591744,Comprehensive,Not accepted,110797.18,54834.4,55962.78
330803,306274,2/28/22 21:55,83,1,0,569068.69,569321.02,568179.21,641831.47,350,3000,2011,5500,New Business,Insured Only,SKODA OCTAVIA SE TDI 105BHP 5 DOOR HATCHBACK DIESEL MANUAL 2WD,56.9311842387507,-2.33759642184533,Third Party,Not accepted,115432.45,57132.18,58300.27
330803,312419,3/7/22 8:24,166,141,1,574050.93,574306.97,573148.34,647477.49,350,7919,2017,105000,New Business,Insured Only,FORD FIESTA ZETEC 80BHP 5 DOOR HATCHBACK PETROL MANUAL 2WD,54.6669294484422,-2.60356698413599,Comprehensive,Not accepted,116452.739999999,57633.72,58819.02
149258,314421,3/7/22 16:47,143,102,3,546606.16,546850,545746.58,616522.99,350,23000,2020,30000,New Business,Insured Only,TOYOTA PRIUS+ ICON TSS HSD 134BHP 5 DOOR M.P.V. PETROL ELECTRIC CVT 2WD 7SEAT,48.9687664372182,-1.05198162981429,Comprehensive,Not accepted,110885.519999999,54878.34,56007.18
427139,318082,3/9/22 12:51,131,40,5,572626.02,572881.53,571617.16,645750.95,500,10000,2013,35000,New Business,Insured Only,FORD GALAXY ZETEC TDCI 116BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 7SEAT,51.0821361363843,-2.42325123986643,Comprehensive,Accepted,116142.7,57479.93,58662.77
330803,319849,3/14/22 9:31,118,6,1,536114.41,536352.93,535273.59,604677.9,850,21720,2017,25000,New Business,Insured Only,MERCEDES-BENZ E CLASS E220 AMG LINE D 192BHP 4 DOOR SALOON DIESEL AUTOMATIC 2WD,49.5537512300826,-2.33168637011033,Comprehensive,Not accepted,108753.05,53824.43,54928.62
330803,320456,3/14/22 15:44,98,25,3,531061.05,531296.13,530232.34,598957.2,600,29000,2019,20000,New Business,Insured Only,MERCEDES-BENZ E CLASS E220 AMG LINE D 192BHP 4 DOOR SALOON DIESEL AUTOMATIC 2WD,53.0641794725463,0.0176618014695053,Comprehensive,Not accepted,107720.329999999,53316.02,54404.31
932679,324657,3/22/22 15:02,183,88,6,537300.05,537539.74,536342.59,605900.61,350,6000,2010,30000,New Business,Insured Only,LONDON TAXIS TX4 STYLE,53.3251501754095,-2.91560476905048,Comprehensive,Not accepted,108975.2,53932.79,55042.41
953509,324775,3/23/22 9:36,187,10,6,544372.59,544615,543518.08,613995.96,500,25000,2019,45000,New Business,Insured Only,VOLKSWAGEN CADDY MAXI LIFE TDI 101BHP 5 DOOR M.P.V. DIESEL AUTOMATIC 2WD 7SEAT,50.9702894837129,0.951966057516208,Comprehensive,Not accepted,110429.61,54653.72,55775.89
645669,331497,4/6/22 12:21,91,16,0,549643.27,549887.55,548782.15,619932.34,350,8880,2015,22000,New Business,Insured Only,TOYOTA AURIS BUSINESS EDITION VVT-I 116BHP 5 DOOR HATCHBACK PETROL MANUAL 2WD,53.5299875378231,-2.10707782339779,Comprehensive,Not accepted,111495.76,55182.45,56313.31
238725,334326,4/12/22 14:28,281,268,2,567906.59,568159.93,566894.32,640414.56,500,1500,2005,35000,New Business,Insured Only,FORD MONDEO GHIA 113BHP 4 DOOR SALOON DIESEL MANUAL,55.9395652535011,-2.70573610295072,Third Party,Accepted,115192.29,57015.69,58176.6
539506,338303,4/19/22 16:11,258,243,2,521033.47,521265.87,520214.25,587678.61,350,5000,2015,30000,New Business,Insured Only,SKODA SUPERB SE TDI 138BHP 5 DOOR ESTATE DIESEL MANUAL 2WD,47.2817776699996,-0.907766874843816,Comprehensive,Not accepted,105723.92,52340.52,53383.4
645669,339020,4/20/22 15:16,262,1,9,518175.66,518406.81,517360.85,584455.69,350,7000,2014,17000,New Business,Insured Only,VOLVO V60 SE D4 181BHP 5 DOOR ESTATE DIESEL MANUAL 2WD,51.5482711196036,-4.25495143289826,Comprehensive,Not accepted,105117.98,52023.96,53094.02
330803,340740,4/21/22 6:40,59,1,2,555882.75,556129.83,555011.74,626970.29,350,12500,2014,30500,New Business,Insured Only,TOYOTA AURIS HYBRID ICON PLUS 98BHP 5 DOOR ESTATE PETROL ELECTRIC CVT 2WD,52.1733407307073,-1.45768529710927,Third Party,Not accepted,112761.65,55808.9,56952.75
418591,347783,4/29/22 10:51,268,268,6,540247.35,540488.2,539398.33,609348.04,500,5500,2016,30000,New Business,Insured Only,SKODA OCTAVIA SE L TDI 109BHP 5 DOOR HATCHBACK DIESEL MANUAL 2WD,49.1850650155124,-1.63574331302871,Comprehensive,Not accepted,109594.55,54239.79,55354.76
469971,205536,5/5/22 10:21,316,92,6,579261.61,579520.22,578349.95,653359.11,350,9000,2013,15000,New Business,Insured Only,CHEVROLET ORLANDO LTZ 163BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 7SEAT,50.6171154470976,-2.55237203838706,"Third Party, Fire And Theft",Not accepted,117511.4,58157.09,59354.31
621005,271273,5/23/22 13:34,151,93,2,524444.99,524678.08,523623.3,591511.88,500,8500,2015,30000,New Business,Insured Only,TOYOTA AURIS HYBRID ICON 98BHP 5 DOOR ESTATE PETROL ELECTRIC CVT 2WD,51.4923198215865,-0.116456467503471,Third Party,Not accepted,106384.33,52652.64,53731.69
678051,366642,5/25/22 14:46,146,105,3,532136.88,532374.34,531299.79,600204.31,1100,17499,2019,30000,New Business,Insured Only,TOYOTA PRIUS PHEV BUSINESS EDITION PLUS PHEV 120BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,51.9441861727574,-1.67062982622072,Comprehensive,Not accepted,107950.75,53425.72,54525.03
330803,372687,5/26/22 12:55,77,1,0,528695.83,528930.28,527869.33,596297.03,600,26000,2017,30000,New Business,Insured Only,FORD GALAXY TITANIUM X TDCI 148BHP 5 DOOR M.P.V. DIESEL AUTOMATIC 2WD 7SEAT,52.6524570551774,-2.20309550377046,Comprehensive,Not accepted,107243.26,53078.94,54164.32
942790,376219,6/6/22 13:58,123,118,4,552806.86,553053.4,551937.79,623515.54,750,15000,2016,25000,New Business,Insured Only,LEXUS IS HYBRID 300 EXECUTIVE EDITION DUAL VVT-I 220BHP 4 DOOR SALOON PETROL ELECTRIC CVT REAR WHEEL DRIVE,55.9062350247001,-1.82090003488829,Comprehensive,Not accepted,112053.269999999,55367.68,56685.59
645669,379301,6/8/22 17:55,135,4,1,534278.82,534516.83,533439.79,602613.01,350,25440,2018,7000,New Business,Insured Only,HYUNDAI IONIQ HYBRID SE 139BHP 5 DOOR HATCHBACK PETROL ELECTRIC SEQUENTIAL AUTOMATIC 2WD,57.3295235906179,-1.8672574080541,Comprehensive,Not accepted,108382.66,53640.41,54742.25
539506,382378,6/15/22 17:26,335,268,12,524500.73,524734.83,523675.47,591592.27,350,10000,2015,50000,New Business,Insured Only,SKODA OCTAVIA SE TDI 105BHP 5 DOOR HATCHBACK DIESEL MANUAL 2WD,50.1733854157945,0.444858776719787,Comprehensive,Not accepted,106420.37,52679.8,53740.57
645669,383294,6/17/22 13:36,52,1,0,560626.71,560871.05,559765.35,632234.98,350,12200,2016,24000,New Business,Insured Only,VOLKSWAGEN PASSAT SE BUSINESS TDI BMT 148BHP 4 DOOR SALOON DIESEL DSG 2WD,56.3520874913276,-1.87409633920533,Comprehensive,Not accepted,113692.88,56280.85,57412.03
645669,400253,7/2/22 9:51,92,4,2,541131.52,541371.47,540285.68,610322.31,350,1500,2007,32000,New Business,Insured Only,VOLKSWAGEN JETTA SE 104BHP 4 DOOR SALOON DIESEL MANUAL 2WD,49.9388942003683,-2.20356134897538,Comprehensive,Not accepted,109765.61,54327.41,55438.2
330803,402526,7/4/22 12:01,63,1,0,546413.72,546655.13,545562.71,616264.41,600,17780,2018,48000,New Business,Insured Only,TOYOTA PRIUS ACTIVE HSD 120BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,46.5008736616598,-0.382183134268453,Comprehensive,Not accepted,110831.459999999,54856.94,55974.52
259249,404654,7/5/22 13:35,219,160,6,517255.2,517486.05,516441.44,583438.29,350,5000,2016,20000,New Business,Insured Only,SKODA OCTAVIA SE BUSINESS GREENLINE III TDI 109BHP 5 DOOR HATCHBACK DIESEL MANUAL 2WD,56.2546490505869,-1.59442554769981,Comprehensive,Accepted,104952.55,51953.55,52999
645669,406806,7/6/22 16:20,46,1,0,534315.76,534551.38,533485.14,602612.06,350,14250,2017,49000,New Business,Insured Only,TOYOTA AURIS HYBRID EXCEL TSS HSD 134BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,48.5779022282564,-1.77557303595766,Comprehensive,Not accepted,108374.739999999,53641.97,54732.77
645669,406857,7/6/22 23:07,82,40,6,573373.55,573628.8,572473.77,646704.72,350,3500,2012,12000,New Business,Insured Only,HONDA INSIGHT 2 HS-T IMA 88BHP 5 DOOR HATCHBACK PETROL ELECTRIC AUTOMATIC 2WD,46.2865837054207,-0.0549407817637434,Third Party,Not accepted,116312.17,57565.28,58746.89
539506,414605,7/13/22 17:29,111,63,0,583281.08,583539.97,581324.45,656696.4,750,7000,2020,15000,New Business,Insured Only,TOYOTA PRIUS 134BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT,46.4179371681579,-1.27057561632164,Comprehensive,Not accepted,118177.81,58533.17,59644.64
645669,411002,7/14/22 12:21,102,15,10,549531.46,549775.27,548671.99,619798.84,350,5000,2012,10000,New Business,Insured Only,TOYOTA AVENSIS TR 147BHP 5 DOOR ESTATE PETROL MANUAL 2WD,58.8792716213263,-2.08964673331488,Comprehensive,Not accepted,111654.54,55378.01,56276.53
984444,414836,7/15/22 13:59,83,21,2,567811.72,568064.83,566919.49,640437.49,350,15000,2016,35000,New Business,Insured Only,TOYOTA AURIS HYBRID BUSINESS EDITION HSD 134BHP 5 DOOR ESTATE PETROL ELECTRIC CVT 2WD,50.6389233728159,-2.51108523872156,Comprehensive,Not accepted,115186.049999999,57007.17,58178.88
645669,416811,7/17/22 21:55,51,16,0,527181.04,527413.12,526362.91,594558.34,350,3000,2008,22000,New Business,Insured Only,BMW 3 SERIES 330D M SPORT 245BHP 5 DOOR ESTATE DIESEL AUTOMATIC 2WD,55.4588443974836,-2.28311165299797,Third Party,Not accepted,106925.07,52925.34,53999.73
865144,417157,7/18/22 15:15,174,81,6,552053.05,552299.39,551184.65,622667.89,350,6995,2015,25000,New Business,Insured Only,SKODA OCTAVIA ELEGANCE TDI 105BHP 5 DOOR HATCHBACK DIESEL SEQUENTIAL AUTOMATIC 2WD,53.5075113609698,-2.62085438184491,Comprehensive,Accepted,111901.78,55324.95,56576.83
645669,417588,7/18/22 16:53,237,237,9,521865.65,522097.6,521047.99,588602.79,350,8500,2014,41000,New Business,Insured Only,FORD TRANSIT CUSTOM KOMBI 310 L2 TREND 123BHP MINIBUS LWB DIESEL MANUAL FRONT WHEEL DRIVE 9SEAT 3100KG GVW 908KG MAX PAYLOAD,51.1542469450928,-2.2571889748275,Comprehensive,Not accepted,105861.15,52393.68,53467.47
238725,426470,7/27/22 9:50,326,37,0,529996.58,530232.67,529164.35,597782.74,500,16000,2016,35000,New Business,Insured Only,TOYOTA PRIUS EXCEL HSD 120BHP 5 DOOR HATCHBACK PETROL ELECTRIC CVT 2WD,50.2436387348118,-2.06689443967144,Comprehensive,Accepted,107530.68,53229.4,54301.28
886247,431192,8/4/22 16:38,94,83,5,572262.86,572518.69,571361.03,645471.05,750,6999,2017,30000,New Business,Insured Only,VOLKSWAGEN PASSAT SE BUSINESS TDI BMT 148BHP 5 DOOR ESTATE DIESEL MANUAL 2WD,49.8074263489129,-2.31901424521171,Comprehensive,Not accepted,116081.489999999,57454.72,58626.77
645669,432121,8/8/22 10:42,78,1,2,566188.54,566440.86,565299.08,638605.62,350,8600,2016,24900,New Business,Insured Only,VOLKSWAGEN PASSAT SE TDI BMT 118BHP 4 DOOR SALOON DIESEL DSG 2WD,49.2866569427372,-0.324380039763274,Comprehensive,Not accepted,114856.39,56844.15,58012.24
475933,437761,8/11/22 16:34,135,131,6,552261.21,552507.67,551344.71,622849.65,500,6000,2015,35000,New Business,Insured Only,FORD GRAND C-MAX TITANIUM 116BHP 5 DOOR M.P.V. DIESEL MANUAL 2WD 7SEAT,55.5404935753148,-2.3725018366676,Comprehensive,Not accepted,112023.79,55441.42,56582.37
645669,452550,8/31/22 17:19,106,4,5,563064.91,563316.13,562179.35,635087.53,350,10560,2016,30000,New Business,Insured Only,KIA CEE'D GT-LINE CRDI 134BHP 5 DOOR HATCHBACK DIESEL MANUAL 2WD,48.5350296621345,-0.104326674472137,Comprehensive,Not accepted,114224.57,56530.81,57693.76
990762,455856,9/5/22 15:49,122,122,6,538396.19,538636.34,537549.59,607262.52,350,14000,2015,40000,New Business,Insured Only,VOLKSWAGEN SHARAN S 140BHP 5 DOOR M.P.V. DIESEL AUTOMATIC 2WD 7SEAT,50.1537046576863,-2.06319478238888,Comprehensive,Not accepted,109219.9,54054.06,55165.84
